pitcher_name,month,type,pitch_type,px,pz
Chris Sale,4,X,SL,-0.174,2.101
Chris Sale,4,B,FT,1.363,2.931
Chris Sale,4,S,CH,0.907,2.35
Chris Sale,4,S,FT,-1.021,2.491
Chris Sale,4,B,FT,-0.599,4.122
Chris Sale,4,B,CU,1.683,2.072
Chris Sale,4,S,FT,0.522,3.293
Chris Sale,4,B,FT,1.031,4.172
Chris Sale,4,S,SL,-0.086,1.258
Chris Sale,4,S,FT,0.549,3.158
Chris Sale,4,B,FT,0.279,4.221
Chris Sale,4,X,SL,0.328,1.636
Clayton Kershaw,4,B,FF,-0.31,1.17
Clayton Kershaw,4,S,FF,0.28,3.12
Clayton Kershaw,4,X,SL,0.18,1.5
Clayton Kershaw,4,S,FF,-0.33,1.83
Clayton Kershaw,4,S,FF,-0.68,2.49
Clayton Kershaw,4,X,SL,0.72,2.53
Clayton Kershaw,4,S,SL,0.21,1.72
Clayton Kershaw,4,X,CU,0.28,2.31
Clayton Kershaw,4,B,FF,0.15,2.63
Clayton Kershaw,4,B,FF,-0.27,3.41
Clayton Kershaw,4,B,SL,-0.1,1.48
Clayton Kershaw,4,B,FF,-0.49,1.43
Clayton Kershaw,4,B,SL,0.04,0.69
Clayton Kershaw,4,B,FF,-0.89,4.28
Clayton Kershaw,4,X,FF,-0.84,2.34
Clayton Kershaw,4,B,FF,-0.02,4.33
Clayton Kershaw,4,S,CH,-0.23,2.09
Clayton Kershaw,4,S,FF,-0.21,2.37
Clayton Kershaw,4,S,CU,-0.31,1.94
Clayton Kershaw,4,S,CH,-0.87,1.94
Clayton Kershaw,4,B,SL,-0.32,4.64
Clayton Kershaw,4,X,SL,-0.71,3.37
Clayton Kershaw,4,S,FF,-0.37,3.64
Clayton Kershaw,4,B,SL,-0.86,1.63
Clayton Kershaw,4,X,FF,-0.45,2.89
Clayton Kershaw,4,S,CH,-0.6,2.56
Clayton Kershaw,4,B,CU,0.18,0.71
Clayton Kershaw,4,S,FF,-0.85,2.59
Clayton Kershaw,4,X,SL,0.4,2.46
Clayton Kershaw,4,B,FF,-0.13,3.66
Clayton Kershaw,4,X,SL,-0.5,2.79
Clayton Kershaw,4,S,SL,-0.39,1.69
Clayton Kershaw,4,B,CU,0.07,-0.6
Clayton Kershaw,4,B,CU,0.16,1.2
Clayton Kershaw,4,S,FF,-0.36,3.21
Clayton Kershaw,4,X,FF,-0.42,2.9
Clayton Kershaw,4,X,FF,0.9,2.81
Clayton Kershaw,4,S,FF,-0.32,3
Clayton Kershaw,4,S,SL,-0.98,3.37
Clayton Kershaw,4,B,FF,0.53,3.59
Clayton Kershaw,4,B,CU,0.03,1.12
Clayton Kershaw,4,S,SL,-0.92,1.1
Clayton Kershaw,4,B,FF,1.19,3.32
Clayton Kershaw,4,B,SL,0.66,1.79
Clayton Kershaw,4,S,SL,-0.25,3.21
Clayton Kershaw,4,X,CH,-0.66,2.59
Clayton Kershaw,4,B,FF,-0.57,3.7
Clayton Kershaw,4,S,SL,-0.63,1.64
Clayton Kershaw,4,X,SL,-0.61,1.44
Clayton Kershaw,4,B,SL,1,0.77
Clayton Kershaw,4,S,CH,-0.52,2.55
Clayton Kershaw,4,X,FF,-0.4,3.48
Clayton Kershaw,4,B,FF,0.49,2.64
Clayton Kershaw,4,S,SL,-0.26,1.15
Clayton Kershaw,4,B,SL,-1.04,1.34
Clayton Kershaw,4,S,SL,1.12,2.1
Clayton Kershaw,4,S,SL,0.49,2.04
Clayton Kershaw,4,X,FF,-0.73,3.26
Clayton Kershaw,4,S,FF,0.45,2.19
Clayton Kershaw,4,X,CU,0.18,1.47
Clayton Kershaw,4,S,FF,0.42,2.38
Clayton Kershaw,4,S,FF,0.73,2.46
Clayton Kershaw,4,B,CU,-0.28,0.66
Clayton Kershaw,4,B,CU,0.3,1.3
Clayton Kershaw,4,B,SL,-1.42,0.78
Clayton Kershaw,4,S,SL,-0.3,0.47
Clayton Kershaw,4,B,CU,0.16,4.69
Clayton Kershaw,4,S,SL,0.47,3.44
Clayton Kershaw,4,X,FF,-0.74,2.65
Clayton Kershaw,4,B,SL,1.01,2.66
Clayton Kershaw,4,S,FF,-0.82,2.99
Clayton Kershaw,4,S,FF,0.81,2.8
Clayton Kershaw,4,X,SL,-0.3,2.84
Clayton Kershaw,4,B,FF,0.31,1.69
Clayton Kershaw,4,X,SL,-0.44,2.97
Clayton Kershaw,4,X,FF,0.3,2.3
Clayton Kershaw,4,B,FF,-0.26,3.79
Clayton Kershaw,4,S,FF,-0.11,3.68
Clayton Kershaw,4,B,SL,-0.31,0.26
Clayton Kershaw,4,S,FF,-0.04,1.78
Clayton Kershaw,4,S,SL,-0.46,2.04
Clayton Kershaw,4,S,CH,-0.39,2.56
Clayton Kershaw,4,S,FF,0.19,2.3
Clayton Kershaw,4,X,FF,-0.19,2.93
Clayton Kershaw,4,S,SL,-1,1.66
Clayton Kershaw,4,B,SL,-0.12,1.62
Clayton Kershaw,4,X,FF,-0.78,3.66
Clayton Kershaw,4,S,SL,-0.27,2.58
Clayton Kershaw,4,S,FF,0.32,2.62
Clayton Kershaw,4,X,SL,0.04,1.67
Clayton Kershaw,4,X,FF,0.05,3.42
Justin Verlander,4,S,FF,-0.898,2.15
Justin Verlander,4,B,FF,-1.525,2.179
Justin Verlander,4,B,CH,-0.008,0.816
Justin Verlander,4,X,FF,-0.17,2.033
Justin Verlander,4,S,FF,-1.028,2.592
Justin Verlander,4,B,FF,-1.538,2.324
Justin Verlander,4,X,FF,-0.517,2.072
Justin Verlander,4,S,SL,-0.699,2.13
Justin Verlander,4,B,SL,1.226,2.465
Justin Verlander,4,B,FF,1.301,2.264
Justin Verlander,4,S,SL,-0.01,2.02
Justin Verlander,4,X,FF,-1.114,2.93
Justin Verlander,4,S,FF,-0.13,3.337
Justin Verlander,4,B,SL,1.673,1.275
Justin Verlander,4,B,SL,0.714,1.646
Justin Verlander,4,S,SL,0.55,2.324
Justin Verlander,4,B,SL,1.547,1.475
Justin Verlander,4,S,FF,0.164,1.91
Justin Verlander,4,S,FF,0.683,2.595
Justin Verlander,4,B,FF,0.544,3.363
Justin Verlander,4,S,FF,-0.303,3.44
Justin Verlander,4,B,FF,0.132,4.23
Justin Verlander,4,B,FF,0.972,2.297
Justin Verlander,4,S,FF,0.084,2.611
Justin Verlander,4,S,SL,-0.453,3.355
Justin Verlander,4,S,CU,0.041,2.613
Justin Verlander,4,X,FF,0.337,1.977
Justin Verlander,4,B,SL,0.862,1.017
Justin Verlander,4,S,FF,0.139,1.818
Justin Verlander,4,S,FF,0.877,2.259
Justin Verlander,4,B,SL,1.12,0.899
Justin Verlander,4,X,FF,-1.306,2.127
Justin Verlander,4,S,FF,0.016,1.789
Justin Verlander,4,B,CU,1.303,0.556
Justin Verlander,4,B,CU,-0.283,1.016
Justin Verlander,4,S,FF,-0.802,2.724
Justin Verlander,4,B,FF,-0.861,4.596
Justin Verlander,4,S,FF,-0.57,2.733
Justin Verlander,4,S,FF,0.245,3.067
Justin Verlander,4,S,FF,0.246,2.918
Justin Verlander,4,B,FF,-0.979,4.248
Justin Verlander,4,S,FF,-0.74,3.043
Justin Verlander,4,S,CU,-0.906,3.196
Justin Verlander,4,S,FF,-0.468,2.938
Justin Verlander,4,S,CU,-1.337,2.332
Justin Verlander,4,S,FF,0.773,3.272
Justin Verlander,4,S,FF,0.363,2.867
Justin Verlander,4,X,SL,0.598,2.233
Justin Verlander,4,B,CU,-0.319,0.844
Justin Verlander,4,B,CH,0.821,0.728
Justin Verlander,4,X,FF,-0.761,3.329
Justin Verlander,4,S,SL,-0.724,3.146
Justin Verlander,4,B,CU,1.026,1.815
Justin Verlander,4,S,CU,-0.584,3.12
Justin Verlander,4,X,CU,-0.261,2.885
Justin Verlander,4,S,FF,-0.781,2.61
Justin Verlander,4,B,CH,0.264,0.469
Justin Verlander,4,S,CH,-0.425,2.199
Justin Verlander,4,X,CH,-0.092,2.675
Justin Verlander,4,B,FF,1.353,0.817
Justin Verlander,4,S,SL,0.956,1.798
Justin Verlander,4,S,FF,-0.828,2.397
Justin Verlander,4,X,SL,-0.578,2.202
Justin Verlander,4,B,CU,0.701,0.807
Justin Verlander,4,B,FF,-1.466,3.059
Justin Verlander,4,X,FF,-0.65,2.45
Justin Verlander,4,S,FF,-0.966,2.486
Justin Verlander,4,X,CU,-0.627,1.993
Justin Verlander,4,S,FF,0.061,3.06
Justin Verlander,4,S,FF,0.133,2.666
Justin Verlander,4,X,FF,0.079,2.933
Justin Verlander,4,B,FF,0.889,2.931
Justin Verlander,4,S,FF,0.575,2.396
Justin Verlander,4,B,CU,2.155,1.063
Justin Verlander,4,B,CU,1.732,0.663
Justin Verlander,4,B,FF,0.275,1.522
Justin Verlander,4,S,FF,0.026,1.69
Justin Verlander,4,X,FF,0.015,3.287
Justin Verlander,4,S,CU,-0.737,2.982
Justin Verlander,4,S,FF,-0.175,3.916
Justin Verlander,4,S,CU,0.477,2.079
Justin Verlander,4,S,FF,0.203,3.635
Justin Verlander,4,S,FF,0.708,3.531
Justin Verlander,4,B,FF,-0.102,4.019
Justin Verlander,4,B,FF,0.639,3.914
Justin Verlander,4,S,FF,-0.013,2.152
Justin Verlander,4,B,FF,0.063,4.229
Justin Verlander,4,X,FF,-0.623,2.745
Justin Verlander,4,S,FF,0.486,3.303
Justin Verlander,4,B,FF,1.111,2.803
Justin Verlander,4,X,CH,0.133,2.41
Justin Verlander,4,B,FF,-0.299,3.679
Justin Verlander,4,S,FF,-1.035,2.827
Justin Verlander,4,S,CU,-0.882,3.197
Justin Verlander,4,B,SL,-1.809,3.267
Justin Verlander,4,B,SL,1.407,2.909
Justin Verlander,4,S,FF,-1.261,2.731
Justin Verlander,4,X,SL,-0.453,2.759
Justin Verlander,4,B,FF,1.151,0.959
Justin Verlander,4,S,SL,0.816,2.612
Justin Verlander,4,B,FF,-1.597,3.064
Justin Verlander,4,S,FF,-0.753,3.207
Justin Verlander,4,S,CU,-0.359,3.427
Justin Verlander,4,X,SL,-0.617,1.909
Justin Verlander,4,S,CU,-0.738,2.244
Justin Verlander,4,S,FF,-0.027,2.547
Justin Verlander,4,B,SL,1.652,1.198
Justin Verlander,4,S,SL,-0.425,2.789
Justin Verlander,4,B,CH,-0.41,1.212
Justin Verlander,4,B,FF,-1.617,0.541
Justin Verlander,4,X,SL,-0.303,1.7
Max Scherzer,4,S,FT,-1.336,2.772
Max Scherzer,4,S,FT,-0.775,3.008
Max Scherzer,4,S,CH,-0.763,0.493
Max Scherzer,4,X,FF,0.31,2.104
Max Scherzer,4,B,FT,-0.976,3.5
Max Scherzer,4,B,FT,1.608,3.012
Max Scherzer,4,B,CH,0.374,0.434
Max Scherzer,4,B,FT,-1.344,4.332
Max Scherzer,4,S,FT,-0.6,3.857
Max Scherzer,4,S,FT,-1.363,2.259
Max Scherzer,4,S,SL,0.199,2.892
Max Scherzer,4,S,FT,-0.066,3.455
Max Scherzer,4,B,CH,0.376,0.206
Max Scherzer,4,X,SL,0.571,2.478
Max Scherzer,4,X,CH,-0.586,2.16
Max Scherzer,4,B,FT,-1.191,3.338
Max Scherzer,4,S,FT,0.476,3.037
Max Scherzer,4,B,FT,-1.931,2.818
Max Scherzer,4,X,SL,0.375,2.702
Max Scherzer,4,S,FT,-0.668,2.889
Max Scherzer,4,S,SL,-0.73,2.757
Max Scherzer,4,S,FT,-0.524,3.451
Max Scherzer,4,B,CH,-1.545,1.184
Max Scherzer,4,B,CH,-1.96,1.273
Max Scherzer,4,S,SL,-1.01,2.418
Max Scherzer,4,B,FT,0.237,1.632
Max Scherzer,4,X,FT,-0.137,1.944
Max Scherzer,4,X,CH,1.119,2.439
Max Scherzer,4,X,FT,-0.267,1.88
Max Scherzer,4,B,SL,-1.531,3.053
Max Scherzer,4,B,FF,-0.997,3.081
Max Scherzer,4,S,FT,-0.687,3.083
Max Scherzer,4,S,FF,-0.517,3.197
Max Scherzer,4,B,CH,0.243,1.576
Max Scherzer,4,S,FT,0.028,2.715
Max Scherzer,4,X,SL,-0.065,2.008
Max Scherzer,4,B,SL,0.712,3.192
Max Scherzer,4,S,FT,-0.5,2.112
Max Scherzer,4,B,FT,-1.847,3.01
Max Scherzer,4,S,FT,-0.149,2.813
Max Scherzer,4,S,FT,0.275,2.476
Max Scherzer,4,X,FT,-0.192,3.312
Max Scherzer,4,B,SL,-0.483,1.65
Max Scherzer,4,S,FT,0.26,3.699
Max Scherzer,4,S,SL,-0.369,1.945
Max Scherzer,4,X,FT,-0.863,4.349
Max Scherzer,4,S,FT,0.033,2.124
Max Scherzer,4,S,FT,0.32,2.475
Max Scherzer,4,S,SL,1.556,0.36
Max Scherzer,4,X,CU,-0.63,1.797
Max Scherzer,4,S,FT,-1.145,2.976
Max Scherzer,4,X,SL,-0.988,3.416
Max Scherzer,4,B,FT,1.091,2.678
Max Scherzer,4,B,FT,1.21,2.59
Max Scherzer,4,B,FT,-0.418,1.198
Max Scherzer,4,S,FT,0.013,2.56
Max Scherzer,4,B,FT,1.021,2.161
Max Scherzer,4,S,SL,-0.579,2.98
Max Scherzer,4,S,FT,-0.156,3.091
Max Scherzer,4,S,FT,-0.479,2.49
Max Scherzer,4,B,CH,0,0.002
Max Scherzer,4,X,SL,-1.046,2.839
Max Scherzer,4,S,FT,-0.237,2.383
Max Scherzer,4,S,FT,-1.026,2.369
Max Scherzer,4,B,FT,0.614,5.458
Max Scherzer,4,S,FT,-0.725,2.512
Max Scherzer,4,S,SL,-0.858,2.747
Max Scherzer,4,B,FT,0.199,1.508
Max Scherzer,4,B,CH,-0.452,1.643
Max Scherzer,4,X,CH,-0.38,2.081
Max Scherzer,4,B,FT,0.956,3.291
Max Scherzer,4,S,FT,0.167,3.125
Max Scherzer,4,S,SL,0.418,2.852
Max Scherzer,4,X,SL,0.013,1.426
Max Scherzer,4,S,FT,0.587,3.083
Max Scherzer,4,B,FT,-2.01,2.774
Max Scherzer,4,S,FF,-0.013,2.407
Max Scherzer,4,S,CH,-0.228,1.506
Max Scherzer,4,B,FT,-1.363,2.902
Max Scherzer,4,B,SL,0.592,2.394
Max Scherzer,4,B,FT,-2.044,3.344
Max Scherzer,4,S,FT,-0.569,3.04
Max Scherzer,4,S,SL,0.066,2.143
Max Scherzer,4,X,FT,-0.646,3.123
Max Scherzer,4,X,SL,0.305,1.271
Max Scherzer,4,S,CU,-0.57,2.351
Max Scherzer,4,S,FT,-0.645,2.909
Max Scherzer,4,B,SL,1.177,-0.276
Max Scherzer,4,S,FT,-1.641,3.251
Max Scherzer,4,S,SL,0.257,2.162
Max Scherzer,4,S,SL,-1.106,2.619
Max Scherzer,4,S,CH,-0.18,1.151
Max Scherzer,4,B,CU,-1.296,2.958
Max Scherzer,4,S,SL,-1.232,2.415
Max Scherzer,4,S,FT,-0.796,2.252
Max Scherzer,4,S,FF,0.841,3.061
Corey Kluber,4,B,FF,1.263,3.804
Corey Kluber,4,S,SI,-0.405,2.461
Corey Kluber,4,S,FF,-0.404,2.384
Corey Kluber,4,X,SL,0.631,1.877
Corey Kluber,4,S,SI,0.074,1.855
Corey Kluber,4,B,SL,0.893,1.259
Corey Kluber,4,B,SI,1.218,2.645
Corey Kluber,4,X,SL,0.164,2.868
Corey Kluber,4,S,SL,0.202,1.963
Corey Kluber,4,S,SI,-0.613,3.57
Corey Kluber,4,B,SL,0.808,1.677
Corey Kluber,4,X,SL,0.783,2.178
Corey Kluber,4,S,FF,-0.423,1.912
Corey Kluber,4,B,CH,-1.202,2.043
Corey Kluber,4,S,SL,0.294,-0.154
Corey Kluber,4,X,SL,-0.47,0.763
Corey Kluber,4,B,SL,1.146,0.984
Corey Kluber,4,S,FF,-0.256,2.97
Corey Kluber,4,B,SI,-0.7,3.864
Corey Kluber,4,S,SL,0.229,1.38
Corey Kluber,4,B,FF,1.425,2.351
Corey Kluber,4,X,FF,0.651,2.512
Corey Kluber,4,X,FF,-0.09,2.839
Corey Kluber,4,S,FF,0.034,3.13
Corey Kluber,4,S,FF,0.809,2.767
Corey Kluber,4,X,SL,0.699,2.293
Corey Kluber,4,S,SI,-0.81,2.298
Corey Kluber,4,X,SI,-0.873,1.792
Corey Kluber,4,S,SI,-0.326,2.285
Corey Kluber,4,B,CH,-1.563,2.44
Corey Kluber,4,S,FF,-0.176,2.304
Corey Kluber,4,X,SL,-0.438,1.764
Corey Kluber,4,S,FF,0.096,2.251
Corey Kluber,4,S,SL,0.476,1.689
Corey Kluber,4,B,FF,0.803,4.039
Corey Kluber,4,S,FF,-0.717,3.088
Corey Kluber,4,S,SL,-0.704,2.977
Corey Kluber,4,X,SL,0.399,1.995
Corey Kluber,4,B,SI,0.819,2.943
Corey Kluber,4,S,SL,-0.237,1.563
Corey Kluber,4,S,CH,-0.106,1.458
Corey Kluber,4,B,SL,2.255,0.695
Corey Kluber,4,B,FF,-1.013,3.805
Corey Kluber,4,B,SL,1.494,1.481
Corey Kluber,4,B,SI,-0.266,0.605
Corey Kluber,4,B,SI,-0.228,1.032
Corey Kluber,4,S,FF,-0.233,2.48
Corey Kluber,4,B,SI,-1.567,2.241
Corey Kluber,4,S,SI,-0.553,3.532
Corey Kluber,4,S,SL,0.499,0.764
Corey Kluber,4,S,SL,0.331,1.709
Corey Kluber,4,S,FF,-0.967,2.711
Corey Kluber,4,B,SL,0.734,0.394
Corey Kluber,4,S,FF,0.027,3.936
Corey Kluber,4,S,FF,0.579,2.481
Corey Kluber,4,X,FF,-1.161,2.027
Corey Kluber,4,B,SI,-1.187,3.744
Corey Kluber,4,X,SL,-0.353,2.689
Corey Kluber,4,S,FF,-0.295,2.068
Corey Kluber,4,B,CH,0.044,1.034
Corey Kluber,4,B,SL,1.872,0.568
Corey Kluber,4,S,SI,-1.181,2.184
Corey Kluber,4,B,SI,-1.308,2.038
Corey Kluber,4,S,SL,0.242,1.523
Corey Kluber,4,S,FF,-0.182,4.258
Corey Kluber,4,B,SL,1.504,-0.278
Corey Kluber,4,S,SI,-1.522,3.698
Corey Kluber,4,S,SL,0.045,2.551
Corey Kluber,4,X,FF,-0.806,1.693
Corey Kluber,4,S,FF,0.47,2.525
Corey Kluber,4,S,SL,-0.464,2.001
Corey Kluber,4,B,SL,1.569,1.312
Corey Kluber,4,S,SL,0.722,0.858
Corey Kluber,4,S,SL,0.175,1.359
Corey Kluber,4,S,FF,-0.503,2.32
Corey Kluber,4,S,SL,1.505,0.458
Corey Kluber,4,S,FF,-0.081,3.325
Corey Kluber,4,B,SL,0.675,1.322
Corey Kluber,4,B,FF,0.969,2.223
Corey Kluber,4,X,SL,-1.044,2.089
Corey Kluber,4,B,FF,-1.887,3.82
Corey Kluber,4,S,SL,0.425,0.169
Corey Kluber,4,B,SL,-0.896,0.335
Corey Kluber,4,S,CH,-1.337,2.299
Corey Kluber,4,B,FF,-1.094,3.109
Corey Kluber,4,X,SL,-0.343,1.055
Corey Kluber,4,S,SL,-0.004,1.739
Corey Kluber,4,X,FF,-1.032,1.699
Corey Kluber,4,S,FF,-0.863,2.795
Corey Kluber,4,X,SI,-0.715,1.911
Corey Kluber,4,S,SL,0.105,1.672
Corey Kluber,4,X,FF,0.569,3.319
Corey Kluber,4,S,CH,-0.506,2.304
Corey Kluber,4,B,FF,-0.98,3.263
Corey Kluber,4,S,FF,-0.946,2.565
Corey Kluber,4,B,FF,-1.261,2.988
Corey Kluber,4,B,SI,0.82,3.766
Corey Kluber,4,S,FF,0.462,1.835
Corey Kluber,4,B,FF,-1.847,4.366
Corey Kluber,4,S,FF,-1.061,2.904
Corey Kluber,4,S,FF,0.237,3.288
Corey Kluber,4,B,FF,-2.816,2.18
Corey Kluber,4,S,SL,0.829,0.97
Corey Kluber,4,S,SI,0.438,1.687
Corey Kluber,4,S,SL,0.588,0.706
Corey Kluber,4,B,SL,1.358,0.948
Corey Kluber,4,B,FF,-1.586,3.285
Corey Kluber,4,B,SL,2.085,1.781
Corey Kluber,4,X,FF,-0.186,3.166
Chris Sale,4,S,FT,-0.346,2.405
Chris Sale,4,B,FT,1.414,2.261
Chris Sale,4,B,FT,1.134,2.321
Chris Sale,4,X,FT,0.553,2.139
Chris Sale,4,S,FT,0.823,2.709
Chris Sale,4,S,CU,-0.625,0.754
Chris Sale,4,B,CU,-0.341,0.713
Chris Sale,4,B,CU,-1.534,0.119
Chris Sale,4,X,FT,0.351,2.402
Chris Sale,4,S,FT,0.52,2.572
Chris Sale,4,B,CH,-0.802,0.274
Chris Sale,4,S,CH,-0.403,1.37
Chris Sale,4,S,FT,1.028,3.012
Chris Sale,4,B,CU,1.417,2.148
Chris Sale,4,S,FT,0.766,2.56
Chris Sale,4,X,FT,0.013,2.985
Chris Sale,4,B,FT,0.323,1.634
Chris Sale,4,S,FT,0.202,2.097
Chris Sale,4,X,CH,0.669,1.685
Chris Sale,4,S,CH,0.505,1.842
Chris Sale,4,S,FT,-0.84,2.066
Chris Sale,4,S,CU,0.084,3.367
Chris Sale,4,S,FT,0.085,2.147
Chris Sale,4,S,FT,-0.362,3.47
Chris Sale,4,B,FT,1.286,1.801
Chris Sale,4,S,CU,-1.136,1.974
Chris Sale,4,B,FT,-1.085,2.152
Chris Sale,4,B,FT,1.385,2.83
Chris Sale,4,S,FT,-0.832,2.357
Chris Sale,4,B,FT,2.035,2.949
Chris Sale,4,S,FT,-0.032,2.574
Chris Sale,4,S,FT,-0.486,2.404
Chris Sale,4,X,FT,0.007,3.355
Chris Sale,4,S,FT,0.279,2.23
Chris Sale,4,B,CU,-1.405,2.4
Chris Sale,4,S,CH,-0.316,2.054
Chris Sale,4,S,CU,-0.658,1.824
Chris Sale,4,X,FT,0.143,2.522
Chris Sale,4,S,CH,0.032,2.687
Chris Sale,4,X,CH,1.037,1.989
Chris Sale,4,X,FT,0.561,3.166
Chris Sale,4,S,FT,0.865,3.063
Chris Sale,4,X,CU,0.93,1.942
Chris Sale,4,B,FT,1.302,3.742
Chris Sale,4,X,FT,0.805,2.114
Chris Sale,4,S,CU,-0.383,2.295
Chris Sale,4,S,FT,0.171,1.999
Chris Sale,4,S,CU,-0.724,1.133
Chris Sale,4,S,FT,-0.05,3.032
Chris Sale,4,B,FT,2.025,3.514
Chris Sale,4,X,CU,-0.244,1.51
Chris Sale,4,B,FT,-1.657,2.758
Chris Sale,4,S,FT,0.49,3.699
Chris Sale,4,B,CU,1.061,2.953
Chris Sale,4,S,FT,-0.186,2.675
Chris Sale,4,X,CU,-0.528,2.5
Chris Sale,4,B,CH,0.306,1.27
Chris Sale,4,S,CH,-0.752,1.873
Chris Sale,4,X,FT,-0.212,3.107
Chris Sale,4,S,CU,-0.482,1.955
Chris Sale,4,B,CU,-1.584,1.468
Chris Sale,4,S,FT,-0.276,3.126
Chris Sale,4,B,FT,-0.888,4.3
Chris Sale,4,X,CU,-0.372,2.424
Chris Sale,4,S,FT,0.273,2.635
Chris Sale,4,B,FT,-0.986,1.468
Chris Sale,4,B,FT,1.246,2.688
Chris Sale,4,S,CH,0.266,2.201
Chris Sale,4,S,FT,-0.358,2.907
Chris Sale,4,S,CH,-0.028,1.701
Chris Sale,4,B,FT,1.139,2.393
Chris Sale,4,X,CH,0.426,2.811
Chris Sale,4,X,FT,-0.362,3.021
Chris Sale,4,B,FT,0.419,4.097
Chris Sale,4,S,FT,-0.305,2.154
Chris Sale,4,B,FT,1.35,4.172
Chris Sale,4,B,CU,-1.026,2.085
Chris Sale,4,X,FT,0.35,1.893
Chris Sale,4,S,FT,0.402,3.344
Chris Sale,4,S,FT,-0.768,2.621
Chris Sale,4,B,FT,1.572,3.801
Chris Sale,4,B,FT,-1.141,2.902
Chris Sale,4,S,CU,-1.181,1.902
Chris Sale,4,X,CU,0.005,2.401
Chris Sale,4,S,CH,-0.648,2.525
Chris Sale,4,S,FT,0.803,2.526
Chris Sale,4,S,FT,0.475,2.856
Chris Sale,4,S,FT,1.394,1.719
Chris Sale,4,S,FT,0.884,3.215
Chris Sale,4,S,FT,0.569,2.041
Chris Sale,4,B,FT,1.643,2.894
Chris Sale,4,B,FT,1.954,2.045
Chris Sale,4,B,CU,-0.606,1.006
Chris Sale,4,S,CU,-0.028,2.512
Chris Sale,4,S,CU,-0.689,2.792
Chris Sale,4,B,FT,-0.999,1.72
Chris Sale,4,S,CU,0.431,2.92
Chris Sale,4,X,FT,-0.302,2.419
Chris Sale,4,B,FT,0.313,1.278
Chris Sale,4,S,CU,-0.034,2.05
Chris Sale,4,B,FT,0.075,4.011
Chris Sale,4,B,CH,-0.572,0.905
Chris Sale,4,X,FT,0.149,2.011
Chris Sale,4,B,FT,1.284,2.682
Chris Sale,4,S,FT,0.969,2.874
Chris Sale,4,X,FT,1.109,1.708
Clayton Kershaw,4,X,FF,-0.582,2.833
Clayton Kershaw,4,S,FF,-0.211,2.519
Clayton Kershaw,4,S,FF,0.517,2.436
Clayton Kershaw,4,B,FF,-0.398,-0.04
Clayton Kershaw,4,S,SL,-0.841,0.955
Clayton Kershaw,4,S,SL,-0.741,2.593
Clayton Kershaw,4,X,FF,0.013,3.393
Clayton Kershaw,4,S,FF,0.154,3.411
Clayton Kershaw,4,B,FF,-0.552,1.404
Clayton Kershaw,4,B,CU,0.196,0.131
Clayton Kershaw,4,X,SL,0.061,1.979
Clayton Kershaw,4,S,SL,-1.258,3.082
Clayton Kershaw,4,B,CU,-0.113,0.671
Clayton Kershaw,4,B,FF,-0.702,3.642
Clayton Kershaw,4,S,FF,-0.738,1.604
Clayton Kershaw,4,X,CU,0.782,1.906
Clayton Kershaw,4,S,FF,-0.161,2.855
Clayton Kershaw,4,S,SL,-0.471,3.465
Clayton Kershaw,4,S,FC,0.733,2.31
Clayton Kershaw,4,S,FF,-0.446,3.229
Clayton Kershaw,4,B,SL,-0.7,1.248
Clayton Kershaw,4,X,SL,-0.803,1.593
Clayton Kershaw,4,X,SL,-0.292,3.176
Clayton Kershaw,4,S,FF,-0.442,2.032
Clayton Kershaw,4,B,FF,-0.393,3.892
Clayton Kershaw,4,S,FF,-0.202,2.761
Clayton Kershaw,4,B,CU,0.874,3.711
Clayton Kershaw,4,X,SL,-0.458,2.482
Clayton Kershaw,4,S,FF,-0.358,3.325
Clayton Kershaw,4,X,FF,0.848,3.021
Clayton Kershaw,4,X,SL,-0.427,3.304
Clayton Kershaw,4,B,SL,-1.356,4.777
Clayton Kershaw,4,X,FF,-0.564,3.339
Clayton Kershaw,4,B,FF,1.425,3.402
Clayton Kershaw,4,B,FF,-0.305,3.682
Clayton Kershaw,4,B,SL,1.368,2.859
Clayton Kershaw,4,S,FF,-0.34,1.8
Clayton Kershaw,4,S,SL,-0.336,2.512
Clayton Kershaw,4,X,FF,0.29,2.464
Clayton Kershaw,4,B,FF,-0.401,3.895
Clayton Kershaw,4,S,SL,-0.678,2.884
Clayton Kershaw,4,S,FF,0.686,3.106
Clayton Kershaw,4,S,FC,-0.55,2.917
Clayton Kershaw,4,S,SL,-0.308,2.778
Clayton Kershaw,4,B,CU,1.428,2.629
Clayton Kershaw,4,B,CU,0.275,0.96
Clayton Kershaw,4,B,FF,-0.502,1.247
Clayton Kershaw,4,X,FF,-0.286,3.133
Clayton Kershaw,4,S,FF,-0.218,2.569
Clayton Kershaw,4,B,FF,1.027,2.854
Clayton Kershaw,4,S,SL,-1.173,1.907
Clayton Kershaw,4,B,FF,1.717,2.926
Clayton Kershaw,4,X,SL,0.001,1.785
Clayton Kershaw,4,S,FF,-0.724,3.072
Clayton Kershaw,4,B,CU,-0.2,-0.809
Clayton Kershaw,4,B,SL,-0.325,0.222
Clayton Kershaw,4,S,FF,-0.903,2.444
Clayton Kershaw,4,S,SL,-0.802,2.31
Clayton Kershaw,4,S,FF,-0.019,2.61
Clayton Kershaw,4,B,CU,-0.682,1.598
