pitcher_name,month,type,pitch_type,px,pz
Corey Kluber,4,X,SL,-0.739,2.312
Corey Kluber,4,B,FF,0.971,2.16
Corey Kluber,4,B,FF,-0.618,3.751
Corey Kluber,4,B,SL,0.07,0.194
Corey Kluber,4,B,SI,-0.857,3.434
Corey Kluber,4,B,FF,-1.464,3.57
Corey Kluber,4,B,FF,-1.175,1.772
Corey Kluber,4,B,SI,-1.506,3.273
Corey Kluber,4,B,FF,0.402,1.242
Corey Kluber,4,B,SI,-1.571,2.883
Corey Kluber,4,S,SL,0.397,1.557
Corey Kluber,4,X,FF,-0.681,2.894
Corey Kluber,4,S,FF,0.019,2.792
Corey Kluber,4,B,FF,0.466,3.257
Corey Kluber,4,S,SL,0.038,2.536
Corey Kluber,4,S,FF,0.555,2.552
Corey Kluber,4,S,SL,0.481,1.672
Corey Kluber,4,S,FF,-0.061,3.939
Corey Kluber,4,B,FF,-1.114,3.357
Corey Kluber,4,X,SI,-0.799,2.955
Corey Kluber,4,B,SL,1.827,1.602
Corey Kluber,4,S,CH,-0.498,1.756
Corey Kluber,4,S,FF,-0.665,2.508
Corey Kluber,4,B,FF,0.458,3.953
Corey Kluber,4,S,SL,1.314,1.297
Corey Kluber,4,S,SL,-0.882,1.975
Corey Kluber,4,S,FF,-0.722,2.539
Corey Kluber,4,X,SL,0.268,2.054
Corey Kluber,4,X,FF,-0.418,2.795
Corey Kluber,4,S,SL,0.061,2.71
Corey Kluber,4,X,FF,-0.1,2.252
Corey Kluber,4,B,SL,-0.145,1.54
Corey Kluber,4,X,SL,-0.509,1.983
Corey Kluber,4,B,CH,0.193,1.176
Corey Kluber,4,B,SL,0.595,0.451
Corey Kluber,4,S,FF,-0.733,2.698
Corey Kluber,4,S,SL,-0.145,2.072
Corey Kluber,4,S,SI,0.474,2.678
Corey Kluber,4,S,SI,-0.55,3.224
Corey Kluber,4,S,SL,0.334,1.302
Corey Kluber,4,S,FF,-0.699,3.964
Corey Kluber,4,S,SL,0.3,1.699
Corey Kluber,4,X,SL,-0.031,2.595
Corey Kluber,4,S,CH,0.165,1.818
Corey Kluber,4,S,FF,-0.533,2.319
Corey Kluber,4,S,SL,1.184,2.107
Corey Kluber,4,S,FF,-0.109,3.349
Corey Kluber,4,X,SL,-0.06,1.255
Corey Kluber,4,B,FF,-0.831,4.547
Corey Kluber,4,B,CH,-1.328,2.991
Corey Kluber,4,X,FF,-0.13,2.352
Corey Kluber,4,B,SL,0.369,1.366
Corey Kluber,4,B,FF,-1.362,2.973
Corey Kluber,4,B,FF,1.408,1.513
Corey Kluber,4,S,FF,-0.899,2.641
Corey Kluber,4,X,FF,-0.842,2.466
Corey Kluber,4,B,SL,1.117,1.385
Corey Kluber,4,S,FF,-0.573,2.933
Corey Kluber,4,B,CH,-0.018,0.391
Corey Kluber,4,S,SL,0.014,2.514
Corey Kluber,4,X,FF,0.616,2.379
Corey Kluber,4,B,SI,1.027,1.275
Corey Kluber,4,S,FF,0.214,1.421
Corey Kluber,4,S,SL,1.346,1.111
Corey Kluber,4,B,FF,2.082,1.056
Corey Kluber,4,B,FF,0.216,3.69
Corey Kluber,4,S,SL,0.398,1.215
Corey Kluber,4,S,FF,-0.248,2.925
Corey Kluber,4,X,SI,-0.277,1.096
Corey Kluber,4,S,SL,-0.066,1.314
Corey Kluber,4,X,SL,-0.578,1.847
Corey Kluber,4,S,SL,-0.906,2.692
Corey Kluber,4,B,FF,-1.659,3.315
Corey Kluber,4,X,FF,0.167,2.045
Corey Kluber,4,S,SI,0.697,2.023
Corey Kluber,4,B,SI,1.463,2.5
Corey Kluber,4,S,FF,0.46,1.506
Corey Kluber,4,S,SI,-0.225,3.29
Corey Kluber,4,B,FF,-1.205,3.399
Corey Kluber,4,S,SL,0.892,2.054
Corey Kluber,4,S,FF,-0.984,3.7
Corey Kluber,4,X,SL,0.366,2.874
Corey Kluber,4,X,SL,0.299,2.057
Corey Kluber,4,B,FF,-1.255,2.132
Corey Kluber,4,S,CH,-0.199,2.789
Corey Kluber,4,B,SI,1.325,3.707
Corey Kluber,4,S,SL,-0.163,2.282
Corey Kluber,4,S,SL,-0.308,1.866
Corey Kluber,4,B,FF,-0.938,4.356
Corey Kluber,4,X,SL,-0.631,2.357
Corey Kluber,4,S,FF,-0.759,1.993
Corey Kluber,4,S,SL,0.1,1.245
Corey Kluber,4,S,SL,0.771,1.691
Max Scherzer,4,S,FT,-0.07,2.351
Max Scherzer,4,B,FT,0.875,2.744
Max Scherzer,4,S,FT,-0.509,1.995
Max Scherzer,4,B,SL,0.602,1.217
Max Scherzer,4,S,CH,0.322,1.837
Max Scherzer,4,S,CH,0.58,1.809
Max Scherzer,4,S,FT,-0.969,3.334
Max Scherzer,4,S,FT,-0.407,3.271
Max Scherzer,4,S,CH,-0.464,1.996
Max Scherzer,4,B,FT,-2.794,3.79
Max Scherzer,4,B,FF,1.385,2.257
Max Scherzer,4,B,FT,1.098,2.895
Max Scherzer,4,B,CH,0.991,1.53
Max Scherzer,4,B,SL,0.151,3.224
Max Scherzer,4,S,FT,0.065,2.824
Max Scherzer,4,S,SL,-0.146,1.922
Max Scherzer,4,B,FF,1.94,1.562
Max Scherzer,4,S,CH,0.438,0.835
Max Scherzer,4,B,FF,0.863,2.074
Max Scherzer,4,S,FT,-0.546,3.348
Max Scherzer,4,B,SL,-0.696,3.625
Max Scherzer,4,B,FT,1.452,0.985
Max Scherzer,4,S,FT,-0.764,2.458
Max Scherzer,4,X,CH,-0.751,2.557
Max Scherzer,4,B,FT,-0.078,1.677
Max Scherzer,4,S,FT,-0.84,2.689
Max Scherzer,4,B,CH,1.181,1.925
Max Scherzer,4,S,FT,-0.195,2.735
Max Scherzer,4,B,FT,-1.567,3.524
Max Scherzer,4,B,FT,-0.867,3.232
Max Scherzer,4,X,FT,-0.489,2.719
Max Scherzer,4,S,SL,-0.707,3.449
Max Scherzer,4,S,SL,0.576,1.861
Max Scherzer,4,S,SL,0.264,1.423
Max Scherzer,4,S,FT,0.947,2.086
Max Scherzer,4,X,SL,0.625,2.409
Max Scherzer,4,B,FT,1.095,2.021
Max Scherzer,4,B,FT,2.102,1.63
Max Scherzer,4,S,FT,0.772,2.164
Max Scherzer,4,S,FT,0.228,2.747
Max Scherzer,4,X,FT,-0.958,2.802
Max Scherzer,4,S,SL,0.282,1.295
Max Scherzer,4,X,FF,-0.03,3.245
Max Scherzer,4,B,SL,-1.449,3.382
Max Scherzer,4,S,FT,-0.029,2.628
Max Scherzer,4,B,SL,0.46,1.277
Max Scherzer,4,B,FT,-0.237,1.461
Max Scherzer,4,X,FT,0.577,2.537
Max Scherzer,4,S,SL,0.341,1.958
Max Scherzer,4,S,FT,-0.7,2.475
Max Scherzer,4,B,CH,0.65,0.231
Max Scherzer,4,S,SL,-0.257,1.41
Max Scherzer,4,S,CU,-0.934,2.166
Max Scherzer,4,X,FF,0.648,2.112
Max Scherzer,4,B,FT,-1.639,3.45
Max Scherzer,4,S,CH,-0.222,2.119
Max Scherzer,4,X,CH,-0.457,2.311
Max Scherzer,4,X,FT,0.357,2.315
Max Scherzer,4,S,FT,-0.56,1.973
Max Scherzer,4,B,SL,0.729,0.653
Max Scherzer,4,S,SL,0.192,2.252
Max Scherzer,4,S,FF,0.744,2.759
Max Scherzer,4,S,SL,-0.817,2.466
Max Scherzer,4,S,SL,-0.009,0.839
Max Scherzer,4,B,SL,-1.118,4.333
Max Scherzer,4,S,FT,0.128,2.864
Max Scherzer,4,B,SL,-1.813,3.85
Max Scherzer,4,X,FT,0.764,2.198
Max Scherzer,4,X,FT,-0.787,2.316
Max Scherzer,4,S,CH,0.301,2.128
Max Scherzer,4,S,FT,-0.926,2.167
Max Scherzer,4,X,FT,-0.032,3.405
Max Scherzer,4,B,FT,-1.543,3.291
Max Scherzer,4,B,FF,-0.179,1.137
Max Scherzer,4,X,FT,-0.628,2.595
Max Scherzer,4,S,SL,0.027,2.56
Max Scherzer,4,B,SL,1.472,1.208
Max Scherzer,4,S,FT,0.53,2.357
Max Scherzer,4,S,FT,0.902,2.159
Max Scherzer,4,B,SL,1.607,0.193
Max Scherzer,4,S,SL,0.468,1.402
Max Scherzer,4,B,CH,-1.183,2.527
Max Scherzer,4,S,FT,0.832,2.035
Max Scherzer,4,B,CH,0.641,1.277
Max Scherzer,4,B,CH,-1.801,2.872
Max Scherzer,4,B,FT,-2.218,2.67
Max Scherzer,4,B,FT,-1.814,3.05
Max Scherzer,4,X,FT,-0.214,2.167
Max Scherzer,4,B,FT,-0.439,1.194
Max Scherzer,4,S,FT,-0.479,2.495
Max Scherzer,4,S,SL,0.307,2.302
Max Scherzer,4,X,SL,0.293,1.585
Max Scherzer,4,S,SL,-1.004,2.699
Max Scherzer,4,S,FT,-0.588,2.647
Max Scherzer,4,S,SL,-0.72,2.482
Max Scherzer,4,S,SL,-0.067,1.848
Clayton Kershaw,4,B,FF,-1.522,3.621
Clayton Kershaw,4,S,FF,-0.516,2.927
Clayton Kershaw,4,S,SL,-0.2,1.743
Clayton Kershaw,4,B,FF,1.588,3.195
Clayton Kershaw,4,S,SL,0.198,2.421
Clayton Kershaw,4,S,SL,0.691,3.154
Clayton Kershaw,4,B,FF,-1.783,2.126
Clayton Kershaw,4,S,SL,-0.52,0.831
Clayton Kershaw,4,B,FF,-1.058,1.237
Clayton Kershaw,4,S,FF,-1.023,2.052
Clayton Kershaw,4,S,CU,0.035,2.857
Clayton Kershaw,4,S,SL,-0.566,1.478
Clayton Kershaw,4,B,CU,-0.545,-1.379
Clayton Kershaw,4,S,FF,-0.986,3.38
Clayton Kershaw,4,B,FF,-1.428,1.921
Clayton Kershaw,4,S,FF,-0.815,2.772
Clayton Kershaw,4,S,FF,-0.234,1.85
Clayton Kershaw,4,B,SL,0.154,1.055
Clayton Kershaw,4,S,FF,-0.023,1.833
Clayton Kershaw,4,S,FF,-1.644,1.762
Clayton Kershaw,4,X,FF,-0.199,2.416
Clayton Kershaw,4,X,SL,-0.459,2.801
Clayton Kershaw,4,S,SL,0.219,2.911
Clayton Kershaw,4,B,FF,-0.46,1.341
Clayton Kershaw,4,S,SL,-0.025,1.647
Clayton Kershaw,4,X,FF,1.023,2.133
Clayton Kershaw,4,S,SL,-0.433,2.079
Clayton Kershaw,4,X,CH,-0.955,2.439
Clayton Kershaw,4,S,FF,-0.218,2.252
Clayton Kershaw,4,S,FF,0.22,2.207
Clayton Kershaw,4,B,CU,0.379,-0.565
Clayton Kershaw,4,B,CU,0.195,1.355
Clayton Kershaw,4,X,FF,-0.671,2.709
Clayton Kershaw,4,B,FF,-1.257,1.41
Clayton Kershaw,4,S,SL,-0.736,1.911
Clayton Kershaw,4,X,FT,-0.278,2.511
Clayton Kershaw,4,B,FT,-1.366,2.31
Clayton Kershaw,4,S,FF,-0.809,3.36
Clayton Kershaw,4,B,CH,-0.125,4.478
Clayton Kershaw,4,S,SL,0.04,2.406
Clayton Kershaw,4,S,FF,-0.627,3.396
Clayton Kershaw,4,S,SL,0.027,1.913
Clayton Kershaw,4,B,FF,1.614,2.71
Clayton Kershaw,4,S,SL,0.694,2.186
Clayton Kershaw,4,S,SL,0.161,1.722
Clayton Kershaw,4,S,CU,0.011,1.418
Clayton Kershaw,4,S,FF,0.925,3.123
Clayton Kershaw,4,X,SL,0.771,1.806
Clayton Kershaw,4,S,SL,-0.052,2.109
Clayton Kershaw,4,B,CU,-0.338,1.247
Clayton Kershaw,4,X,SL,-0.919,2.105
Clayton Kershaw,4,S,FF,-0.564,2.519
Clayton Kershaw,4,S,SL,-0.11,2.411
Clayton Kershaw,4,B,SL,-0.133,1.053
Clayton Kershaw,4,X,SL,0.182,1.712
Clayton Kershaw,4,X,FF,-0.312,3.254
Clayton Kershaw,4,B,FF,0.106,3.66
Clayton Kershaw,4,S,FF,-0.292,3.061
Clayton Kershaw,4,S,CU,0.088,1.688
Clayton Kershaw,4,S,SL,-0.294,1.588
Clayton Kershaw,4,S,FF,0.296,1.665
Clayton Kershaw,4,B,CU,0.253,0.982
Clayton Kershaw,4,S,SL,-0.351,1.181
Clayton Kershaw,4,B,CU,-0.612,0.902
Clayton Kershaw,4,S,SL,-0.547,1.068
Clayton Kershaw,4,B,FC,-0.394,4.064
Clayton Kershaw,4,S,FF,-0.453,3.014
Clayton Kershaw,4,S,FF,0.132,2.371
Clayton Kershaw,4,B,SL,-0.802,-0.556
Clayton Kershaw,4,S,FF,-0.269,1.904
Clayton Kershaw,4,S,FF,-0.222,2.921
Clayton Kershaw,4,S,SL,-0.209,0.611
Clayton Kershaw,4,S,FF,-1.025,2.572
Clayton Kershaw,4,S,CU,-0.662,3.163
Clayton Kershaw,4,B,SL,1.603,2.52
Clayton Kershaw,4,X,SL,-0.881,2.918
Clayton Kershaw,4,S,FF,-1.509,3.044
Clayton Kershaw,4,B,FF,-0.435,1.258
Clayton Kershaw,4,S,SL,-0.151,1.968
Clayton Kershaw,4,B,CU,0.229,1.279
Clayton Kershaw,4,S,SL,-1.408,1.214
Clayton Kershaw,4,B,FF,-0.372,0.821
Clayton Kershaw,4,B,SL,0.04,-0.164
Clayton Kershaw,4,S,FF,-0.959,3.061
Clayton Kershaw,4,B,FF,0.282,1.034
Clayton Kershaw,4,X,FF,-0.777,1.964
Clayton Kershaw,4,S,CH,-0.912,2.435
Clayton Kershaw,4,S,CU,0.365,2.103
Clayton Kershaw,4,B,SL,1.416,1.228
Clayton Kershaw,4,S,SL,-0.776,0.524
Clayton Kershaw,4,S,SL,0.04,1.866
Clayton Kershaw,4,X,CU,0.37,2.595
Clayton Kershaw,4,S,FF,-0.593,2.292
Clayton Kershaw,4,B,SL,-0.465,1.268
Clayton Kershaw,4,S,SL,-0.545,1.952
Clayton Kershaw,4,B,FF,1.106,1.336
Clayton Kershaw,4,B,CU,-1.427,-0.146
Clayton Kershaw,4,S,SL,-0.251,3.404
Clayton Kershaw,4,S,SL,0.122,3.12
Clayton Kershaw,4,S,SL,0.401,2.594
Clayton Kershaw,4,X,SL,0.038,3.026
Clayton Kershaw,4,S,SL,0.352,1.849
Clayton Kershaw,4,S,SL,0.293,2.933
Clayton Kershaw,4,B,CU,0.173,0.878
Clayton Kershaw,4,S,SL,-0.341,2.235
Clayton Kershaw,4,B,SL,-1.042,3.484
Clayton Kershaw,4,B,FF,-1.647,1.256
Clayton Kershaw,4,S,FF,-0.606,2.903
Clayton Kershaw,4,S,SL,0.34,1.477
Clayton Kershaw,4,X,FF,-0.321,2.739
Clayton Kershaw,4,S,SL,-0.566,2.894
Clayton Kershaw,4,X,FF,-0.228,2.468
Chris Sale,4,B,FT,-1.321,2.761
Chris Sale,4,S,FT,0.911,1.638
Chris Sale,4,S,FT,0.456,3.444
Chris Sale,4,S,FT,0.724,2.958
Chris Sale,4,B,FT,-1.309,3.444
Chris Sale,4,B,FT,0.807,4.199
Chris Sale,4,S,FT,-0.29,2.529
Chris Sale,4,S,FT,-0.272,3.368
Chris Sale,4,X,SL,0.021,2.588
Chris Sale,4,B,CU,2.267,3.824
Chris Sale,4,S,FT,-0.072,3.282
Chris Sale,4,B,FT,0.442,3.855
Chris Sale,4,S,CH,-0.675,1.237
Chris Sale,4,X,FT,1.063,2.822
Chris Sale,4,B,FT,-0.954,3.085
Chris Sale,4,S,FT,-0.119,1.641
Chris Sale,4,B,SL,0.011,1.527
Chris Sale,4,S,FT,-0.72,2.447
Chris Sale,4,X,FT,-0.601,2.654
Chris Sale,4,B,FT,1.794,3.735
Chris Sale,4,S,FT,0.247,2.094
Chris Sale,4,S,FT,0.218,2.058
Chris Sale,4,B,FT,-0.554,3.599
Chris Sale,4,B,SL,-1.573,1.472
Chris Sale,4,S,FT,1.11,3.032
Chris Sale,4,B,FT,1.552,2.747
Chris Sale,4,B,FT,0.156,1.368
Chris Sale,4,B,FT,-1.372,3.221
Chris Sale,4,B,FT,1.266,3.505
Chris Sale,4,B,FT,-0.934,2.804
Chris Sale,4,S,FT,-0.052,3.049
Chris Sale,4,B,CU,-2.146,1.344
Chris Sale,4,S,FT,0.227,2.583
Chris Sale,4,B,FT,0.981,3.37
Chris Sale,4,S,FT,-0.507,2.529
Chris Sale,4,X,FT,0.534,3.724
Chris Sale,4,B,CU,1.401,3.406
Chris Sale,4,S,FT,0.86,2.503
Chris Sale,4,S,CU,0.647,3.09
Chris Sale,4,B,FT,1.102,1.843
Chris Sale,4,S,FT,0.624,3.953
Chris Sale,4,S,CU,0.872,2.778
Chris Sale,4,X,CH,0.66,1.438
Chris Sale,4,S,FT,-0.529,3.141
Chris Sale,4,B,CH,-0.221,1.665
Chris Sale,4,X,CH,0.69,2.048
Chris Sale,4,S,CU,0.177,2.485
Chris Sale,4,S,CH,-0.109,1.689
Chris Sale,4,B,FT,0.485,3.833
Chris Sale,4,S,FT,0.657,3.377
Chris Sale,4,S,FT,0.921,3.007
Chris Sale,4,B,FT,-1.355,2.892
Chris Sale,4,S,FT,-0.671,2.985
Chris Sale,4,B,FT,1.243,2.904
Chris Sale,4,S,CU,0.983,2.4
Chris Sale,4,S,FT,-0.327,2.133
Chris Sale,4,B,FT,-1.435,3.267
Chris Sale,4,S,CU,-0.7,2.265
Chris Sale,4,X,FT,1.389,2.237
Chris Sale,4,B,CU,-1.297,1.634
Chris Sale,4,S,FT,0.012,2.472
Chris Sale,4,B,CU,-1.228,1.826
Chris Sale,4,X,FT,1.157,2.662
Chris Sale,4,B,FT,0.227,4.85
Chris Sale,4,S,CU,0.78,3.406
Chris Sale,4,X,CH,0.502,2.314
Chris Sale,4,X,FT,0.339,2.357
Chris Sale,4,B,CH,-1.293,1.476
Chris Sale,4,X,FT,-0.339,2.825
Chris Sale,4,B,CH,-0.972,3.025
Chris Sale,4,S,FT,1.151,2.911
Chris Sale,4,B,CU,-1.217,2.034
Chris Sale,4,S,FT,0.15,2.651
Chris Sale,4,B,FT,1.663,2.767
Chris Sale,4,S,CU,1.14,2.502
Chris Sale,4,S,FT,0.43,2.838
Chris Sale,4,S,FT,0.941,2.905
Chris Sale,4,B,FT,1.297,4.164
Chris Sale,4,S,CH,0.236,2.353
Chris Sale,4,S,SL,-0.761,1.165
Chris Sale,4,S,CH,0.963,2.479
Chris Sale,4,S,FT,-0.109,2.933
Chris Sale,4,B,FT,1.276,5.034
Chris Sale,4,B,FT,1.199,2.324
Chris Sale,4,B,SL,1.788,2.184
Chris Sale,4,S,FT,-0.589,2.909
Chris Sale,4,S,CH,0.716,1.664
Chris Sale,4,S,CH,-0.438,1.966
Chris Sale,4,B,CH,1.418,2.97
Chris Sale,4,S,FT,0.964,3.15
Chris Sale,4,B,FT,1.55,2.969
Chris Sale,4,S,CU,0.218,2.168
Chris Sale,4,X,CU,0.511,2.914
Chris Sale,4,B,FT,-1.022,0.923
Chris Sale,4,S,FT,-0.368,3.034
Chris Sale,4,S,FT,0.181,2.629
Chris Sale,4,S,CU,1.049,2.45
Chris Sale,4,B,FT,-1.354,3.083
Chris Sale,4,S,FT,-0.74,1.685
Chris Sale,4,S,FT,-0.004,2.658
Chris Sale,4,B,CU,-1.309,1.641
Chris Sale,4,S,SL,-0.553,1.807
Chris Sale,4,S,SL,-1.285,1.881
Chris Sale,4,B,FT,-0.283,3.791
Chris Sale,4,S,FT,0.458,2.968
Chris Sale,4,X,CU,-1.187,1.428
Chris Sale,4,B,CH,-0.039,4.165
Chris Sale,4,B,FT,-1.32,1.423
Chris Sale,4,S,FT,-0.259,2.921
Chris Sale,4,S,FT,0.925,3.175
Chris Sale,4,S,SL,0.05,2.684
Chris Sale,4,S,FT,0.017,1.902
Chris Sale,4,S,CU,-0.181,1.887
Chris Sale,4,B,FT,-0.261,4.107
Chris Sale,4,X,SL,-1.186,1.568
Chris Sale,4,B,CH,-0.855,2.237
Chris Sale,4,S,FT,-0.103,2.584
Chris Sale,4,S,CU,-0.431,1.915
Chris Sale,4,B,FT,1.206,2.602
Chris Sale,4,X,FT,0.613,1.98
Justin Verlander,4,B,FF,-0.73,0.71
Justin Verlander,4,S,FF,-0.4,2
Justin Verlander,4,S,SL,-0.824,2.417
Justin Verlander,4,B,FF,-1.776,2.179
Justin Verlander,4,S,FF,-0.242,2.072
Justin Verlander,4,X,SL,0.65,3.247
Justin Verlander,4,B,FF,-1.443,1.91
Justin Verlander,4,S,FF,-1.252,2.022
Justin Verlander,4,S,FF,0.304,4.008
Justin Verlander,4,S,FF,0.16,3.744
Justin Verlander,4,S,FF,0.092,1.885
Justin Verlander,4,B,SL,0.65,1.265
Justin Verlander,4,S,SL,0.436,2.207
Justin Verlander,4,S,FF,-0.15,4.03
Justin Verlander,4,X,CU,0.889,0.956
Justin Verlander,4,S,FF,-0.205,1.295
Justin Verlander,4,S,CU,-0.808,2.229
Justin Verlander,4,B,CU,0.319,1.492
Justin Verlander,4,B,CH,-1.523,0.525
Justin Verlander,4,B,CH,0.014,1.016
Justin Verlander,4,S,FF,-0.911,2.229
Justin Verlander,4,S,FF,-0.235,3.511
Justin Verlander,4,S,CH,-0.753,2.165
Justin Verlander,4,X,FF,-1.2,2.258
Justin Verlander,4,B,FF,-1.478,2.71
Justin Verlander,4,S,FF,-0.962,1.759
Justin Verlander,4,B,FF,1.057,3.091
Justin Verlander,4,S,SL,-0.077,2.645
Justin Verlander,4,X,SL,0.434,1.958
Justin Verlander,4,S,SL,0.547,1.653
Justin Verlander,4,X,FF,0.032,2.707
Justin Verlander,4,S,FF,-0.247,2.271
Justin Verlander,4,B,CU,0.983,0.793
Justin Verlander,4,S,CU,0.349,2.811
Justin Verlander,4,X,FF,-0.762,2.174
Justin Verlander,4,S,FF,-1.318,3.689
Justin Verlander,4,S,FF,-0.93,3.631
Justin Verlander,4,B,CU,0.814,1.352
Justin Verlander,4,S,SL,0.91,2.14
Justin Verlander,4,B,SL,1.986,0.991
Justin Verlander,4,S,SL,0.177,2.73
Justin Verlander,4,S,FF,0.064,2.676
Justin Verlander,4,B,FF,0.078,4.557
Justin Verlander,4,S,FF,0.527,3.013
Justin Verlander,4,S,FF,0.294,2.793
Justin Verlander,4,X,CH,0.023,1.597
Justin Verlander,4,S,CU,-0.091,2.512
Justin Verlander,4,B,FF,-2.004,3.029
Justin Verlander,4,B,FF,-1.375,3.222
Justin Verlander,4,S,SL,0.064,3.786
Justin Verlander,4,X,SL,1.279,2.263
Justin Verlander,4,S,CH,-0.51,2.22
Justin Verlander,4,S,CH,-1.255,2.099
Justin Verlander,4,S,CH,-1.232,2.844
Justin Verlander,4,S,FF,-1.102,2.541
Justin Verlander,4,S,FF,-1.337,2.467
Justin Verlander,4,X,SL,-0.607,2.069
Justin Verlander,4,B,FF,1.123,3.007
Justin Verlander,4,B,FF,1.155,4.626
Justin Verlander,4,X,FF,0.05,2.849
Justin Verlander,4,S,SL,0.516,2.83
Justin Verlander,4,S,SL,0.647,1.312
Justin Verlander,4,X,SL,0.837,2.932
Justin Verlander,4,S,FF,0.667,2.614
Justin Verlander,4,B,CU,1.065,1.35
Justin Verlander,4,S,CH,-0.582,1.545
Justin Verlander,4,S,CH,-0.712,2.061
Justin Verlander,4,B,CU,0.982,0.853
Justin Verlander,4,B,CH,0.262,0.652
Justin Verlander,4,S,FF,-0.833,2.804
Justin Verlander,4,S,FF,0.098,3.911
Justin Verlander,4,B,FF,0.399,3.901
Justin Verlander,4,B,SL,-0.442,3.543
Justin Verlander,4,B,FF,-0.763,3.785
Justin Verlander,4,S,FF,-0.225,2.515
Justin Verlander,4,B,FF,-0.921,2.593
Justin Verlander,4,B,CH,0.423,0.557
Justin Verlander,4,B,CH,0.203,-0.419
Justin Verlander,4,B,SL,-0.483,0.731
Justin Verlander,4,S,FF,-1.228,2
Justin Verlander,4,X,FF,-0.819,1.497
Justin Verlander,4,S,CU,-0.708,2.393
Justin Verlander,4,S,CH,-0.402,0.811
Justin Verlander,4,B,FF,0.637,4.059
Justin Verlander,4,S,FF,0.474,4.019
Justin Verlander,4,B,FF,-2.309,3.86
Justin Verlander,4,B,FF,-1.582,2.468
Justin Verlander,4,X,SL,0.508,2.068
Justin Verlander,4,B,FF,-2.544,2.76
Justin Verlander,4,S,FF,-1.342,2.393
Justin Verlander,4,X,FF,-0.917,2.108
Justin Verlander,4,B,CU,0.885,1.337
Justin Verlander,4,B,FF,1.436,1.692
Justin Verlander,4,B,FF,-1.36,2.354
Justin Verlander,4,S,FF,-0.093,3.004
Justin Verlander,4,S,SL,-0.433,2.835
Justin Verlander,4,S,FF,0.187,1.655
Justin Verlander,4,S,FF,0.231,2.681
Justin Verlander,4,B,CU,0.26,0.705
Justin Verlander,4,X,SL,-0.043,2.075
Justin Verlander,4,B,CU,1.378,0.458
Justin Verlander,4,S,FF,0.449,1.979
Justin Verlander,4,B,FF,1.384,3.559
Justin Verlander,4,S,FF,0.073,2.896
Justin Verlander,4,B,FF,0.089,4.778
Justin Verlander,4,B,SL,-1.125,2.775
Justin Verlander,4,B,FF,-1.973,3.958
Justin Verlander,4,S,FF,-0.967,2.384
Justin Verlander,4,S,FF,-1.106,3.267
Justin Verlander,4,S,SL,0.345,2.206
Justin Verlander,4,S,FF,0.175,2.464
Corey Kluber,4,S,FF,1.081,2.831
Corey Kluber,4,B,SL,1.66,2.67
Corey Kluber,4,S,FF,-0.621,2.004
Corey Kluber,4,S,SI,0.436,2.036
Corey Kluber,4,B,SL,1.771,1.481
Corey Kluber,4,S,SI,0.889,2.238
Corey Kluber,4,S,SL,0.346,2.917
Corey Kluber,4,S,CH,0.512,1.661
Corey Kluber,4,S,FF,0.522,2.505
Corey Kluber,4,S,FF,1.047,1.731
Corey Kluber,4,S,FF,-0.155,2.71
Corey Kluber,4,S,SL,1.387,1.753
Corey Kluber,4,X,FF,-0.401,2.399
Corey Kluber,4,B,FF,-0.054,0.809
Corey Kluber,4,S,FF,-0.605,1.747
Corey Kluber,4,S,CH,0.026,0.842
Corey Kluber,4,B,FF,1.642,1.822
Corey Kluber,4,B,SL,1.347,1.84
Corey Kluber,4,B,FF,1.194,1.573
Corey Kluber,4,B,FF,0.876,2.199
Corey Kluber,4,B,SL,0.07,0.732
Corey Kluber,4,X,FF,-0.601,2.433
Corey Kluber,4,S,SL,0.043,2.519
Corey Kluber,4,B,SL,0.345,1.371
Corey Kluber,4,X,FF,0.074,2.871
Corey Kluber,4,B,FF,-1.649,0.991
Corey Kluber,4,X,SL,-0.183,1.503
Corey Kluber,4,B,CH,1.352,2.075
Corey Kluber,4,X,FF,-0.979,1.607
Corey Kluber,4,X,SL,-0.507,1.627
Corey Kluber,4,B,SI,-0.997,3.704
Corey Kluber,4,B,SL,1.205,0.917
Corey Kluber,4,B,CH,-1.273,2.987
Corey Kluber,4,B,FF,1.03,3.29
Corey Kluber,4,S,FF,0.088,2.217
Corey Kluber,4,S,FF,-0.046,2.525
Corey Kluber,4,B,SL,1.499,1.758
Corey Kluber,4,B,SI,0.931,2.491
Corey Kluber,4,S,FF,-1.403,2.622
Corey Kluber,4,S,SL,1.038,3.322
Corey Kluber,4,B,SL,1.784,2.568
Corey Kluber,4,X,CH,0.545,2.081
Corey Kluber,4,X,FF,-0.429,2.164
Corey Kluber,4,S,SL,-0.558,2.572
Corey Kluber,4,B,SI,1.07,3.202
Corey Kluber,4,S,FF,-0.602,2.107
Corey Kluber,4,S,SL,1.583,0.924
Corey Kluber,4,X,FF,-0.836,3.236
Corey Kluber,4,X,CH,-0.889,1.997
Corey Kluber,4,B,SI,1.306,2.726
Corey Kluber,4,S,SL,1.587,2.046
Corey Kluber,4,B,FF,0.862,3.671
Corey Kluber,4,B,SL,1.825,0.687
Corey Kluber,4,B,SL,2.019,1.522
Max Scherzer,4,X,FT,-0.89,3.147
Max Scherzer,4,B,FT,-1.377,4.43
Max Scherzer,4,S,FT,0.061,2.113
